,dt,open,close,high,low,vol,cje,zxj,Code,JW_5,JW_30,DI_5min,DING_5min,DI_30min,DING_30min,volume,icon_1,icon_2,icon_11,icon_12,icon_13,icon_34,icon_35,icon_38,icon_39,icon_41,buy_signal,sell_signal,profit,long_end
0,2024-02-01 23:43:00,185.91,185.95,185.95,185.8,12249,12249,12249,分时图,-5.955314323825725,41.47147432776855,1,0,0,0,12249,0,0,0,0,0,0,0,1,0,0,2,0,0.0,0
0,2024-02-01 23:50:00,185.54,185.19,185.56,185.19,33065,33065,33065,分时图,-8.778276673830135,41.47147432776855,1,0,0,0,33065,0,0,0,0,0,0,0,0,0,0,0,0,-0.004087120193600358,1
