,时间,开盘,收盘,最高,最低,成交量,成交额,最新价
426,2023-10-31 22:05:00,0.0,347.09,347.23,346.88,115709,40152284.0,347.709
427,2023-10-31 22:06:00,0.0,346.94,347.22,346.89,80167,27817171.0,347.702
428,2023-10-31 22:07:00,0.0,347.29,347.31,346.88,108941,37811335.0,347.694
429,2023-10-31 22:08:00,0.0,347.88,347.95,347.22,208174,72371772.0,347.693
430,2023-10-31 22:09:00,0.0,347.81,347.9,347.6,128502,44693795.0,347.695
431,2023-10-31 22:10:00,0.0,348.06,348.07,347.72,127577,44388384.0,347.698
432,2023-10-31 22:11:00,0.0,348.39,348.42,348.03,288685,100569699.0,347.72
433,2023-10-31 22:12:00,0.0,348.76,348.89,348.37,301852,105272592.0,347.754
434,2023-10-31 22:13:00,0.0,348.48,348.75,348.44,351393,122536985.0,347.789
435,2023-10-31 22:14:00,0.0,348.67,348.68,348.37,190668,66469156.0,347.805
436,2023-10-31 22:15:00,0.0,348.44,348.67,348.36,129854,45273930.0,347.817
437,2023-10-31 22:16:00,0.0,348.61,348.67,348.39,131847,45951557.0,347.826
438,2023-10-31 22:17:00,0.0,348.75,348.89,348.57,127372,44415261.0,347.837
439,2023-10-31 22:18:00,0.0,348.88,348.91,348.73,126389,44123598.0,347.853
440,2023-10-31 22:19:00,0.0,348.52,348.92,348.51,182297,63572284.0,347.868
441,2023-10-31 22:20:00,0.0,348.58,348.61,348.39,106222,37048162.0,347.877
442,2023-10-31 22:21:00,0.0,348.79,348.88,348.53,99019,34542249.0,347.886
443,2023-10-31 22:22:00,0.0,348.84,348.9,348.67,75589,26381828.0,347.894
444,2023-10-31 22:23:00,0.0,348.86,349.0,348.73,117316,40967754.0,347.908
445,2023-10-31 22:24:00,0.0,348.76,349.15,348.75,147727,51598562.0,347.927
446,2023-10-31 22:25:00,0.0,348.71,348.85,348.65,115184,40190069.0,347.937
447,2023-10-31 22:26:00,0.0,348.58,348.78,348.57,115032,40142316.0,347.948
448,2023-10-31 22:27:00,0.0,348.62,348.69,348.48,93993,32775622.0,347.954
449,2023-10-31 22:28:00,0.0,348.5,348.79,348.42,82026,28619827.0,347.961
450,2023-10-31 22:29:00,0.0,348.65,348.7,348.32,90127,31430473.0,347.967
451,2023-10-31 22:30:00,0.0,348.68,348.84,348.65,75328,26290004.0,347.974
452,2023-10-31 22:31:00,0.0,348.81,348.93,348.64,111844,39012212.0,347.982
453,2023-10-31 22:32:00,0.0,348.43,348.94,348.43,138745,48396599.0,347.991
454,2023-10-31 22:33:00,0.0,348.6,348.6,348.37,76756,26744494.0,347.994
455,2023-10-31 22:34:00,0.0,348.41,348.62,348.36,92860,32359139.0,347.998
456,2023-10-31 22:35:00,0.0,348.34,348.53,348.34,70928,24722185.0,348.001
457,2023-10-31 22:36:00,0.0,348.15,348.34,348.01,692064,240883920.0,348.005
458,2023-10-31 22:37:00,0.0,348.08,348.25,347.99,105969,36892647.0,348.006
459,2023-10-31 22:38:00,0.0,347.62,348.08,347.61,99093,34467032.0,348.004
460,2023-10-31 22:39:00,0.0,347.57,347.85,347.55,162794,56593823.0,348.0
461,2023-10-31 22:40:00,0.0,347.59,347.74,347.55,67044,23303101.0,347.998
462,2023-10-31 22:41:00,0.0,347.53,347.61,347.43,110704,38461338.0,347.993
463,2023-10-31 22:42:00,0.0,347.83,347.85,347.49,93456,32489622.0,347.991
464,2023-10-31 22:43:00,0.0,348.3,348.36,347.8,457621,159278256.0,347.993
465,2023-10-31 22:44:00,0.0,348.56,348.56,348.28,78702,27427979.0,347.996
466,2023-10-31 22:45:00,0.0,349.06,349.06,348.5,219752,76631471.0,348.007
467,2023-10-31 22:46:00,0.0,349.07,349.2,348.9,174770,61022309.0,348.021
468,2023-10-31 22:47:00,0.0,348.73,349.16,348.67,175835,61377096.0,348.034
469,2023-10-31 22:48:00,0.0,348.84,348.86,348.57,93047,32463958.0,348.039
470,2023-10-31 22:49:00,0.0,348.81,348.92,348.71,240374,83701413.0,348.042
471,2023-10-31 22:50:00,0.0,348.62,348.81,348.53,101887,35533156.0,348.047
472,2023-10-31 22:51:00,0.0,348.78,348.84,348.63,67916,23690149.0,348.05
473,2023-10-31 22:52:00,0.0,348.99,349.04,348.76,86918,30336491.0,348.056
474,2023-10-31 22:53:00,0.0,349.12,349.14,348.89,148601,51846245.0,348.064
475,2023-10-31 22:54:00,0.0,349.35,349.4,349.08,151464,52949946.0,348.079
476,2023-10-31 22:55:00,0.0,349.43,349.53,349.33,107764,37697160.0,348.091
477,2023-10-31 22:56:00,0.0,349.2,349.54,349.12,148985,52061454.0,348.104
478,2023-10-31 22:57:00,0.0,349.03,349.22,348.86,122593,42820346.0,348.113
479,2023-10-31 22:58:00,0.0,349.04,349.06,348.95,64896,22640399.0,348.116
480,2023-10-31 22:59:00,0.0,349.28,349.29,348.95,62075,21664171.0,348.12
481,2023-10-31 23:00:00,0.0,349.17,349.38,349.09,67048,23423563.0,348.125
482,2023-10-31 23:01:00,0.0,349.55,349.58,349.14,73331,25650432.0,348.133
483,2023-10-31 23:02:00,0.0,349.4,349.58,349.34,81137,28392065.0,348.142
484,2023-10-31 23:03:00,0.0,349.21,349.41,349.1,78352,27383863.0,348.148
485,2023-10-31 23:04:00,0.0,349.06,349.21,349.0,49650,17331868.0,348.151
486,2023-10-31 23:05:00,0.0,349.15,349.16,349.02,46770,16351067.0,348.155
487,2023-10-31 23:06:00,0.0,349.18,349.24,349.13,35551,12415305.0,348.157
488,2023-10-31 23:07:00,0.0,349.09,349.31,349.02,62110,21690325.0,348.162
489,2023-10-31 23:08:00,0.0,349.13,349.26,348.99,38969,13602658.0,348.164
490,2023-10-31 23:09:00,0.0,349.18,349.29,349.08,56233,19625573.0,348.167
491,2023-10-31 23:10:00,0.0,349.25,349.31,349.09,45649,15954704.0,348.17
492,2023-10-31 23:11:00,0.0,349.01,349.28,348.94,73934,25817465.0,348.175
493,2023-10-31 23:12:00,0.0,348.85,349.01,348.73,113148,39487535.0,348.18
494,2023-10-31 23:13:00,0.0,349.08,349.11,348.85,43726,15256259.0,348.182
495,2023-10-31 23:14:00,0.0,349.03,349.21,348.88,83328,29109696.0,348.188
496,2023-10-31 23:15:00,0.0,349.17,349.22,349.01,80900,28253182.0,348.193
497,2023-10-31 23:16:00,0.0,349.11,349.2,348.94,49403,17254722.0,348.196
498,2023-10-31 23:17:00,0.0,348.76,349.18,348.73,79444,27723089.0,348.2
499,2023-10-31 23:18:00,0.0,348.96,348.96,348.6,54656,19071697.0,348.202
500,2023-10-31 23:19:00,0.0,348.87,349.02,348.8,40690,14195780.0,348.204
501,2023-10-31 23:20:00,0.0,349.05,349.07,348.77,43211,15087612.0,348.206
502,2023-10-31 23:21:00,0.0,348.83,349.1,348.83,40415,14099908.0,348.208
503,2023-10-31 23:22:00,0.0,348.75,348.95,348.69,40183,14013333.0,348.209
504,2023-10-31 23:23:00,0.0,348.75,348.82,348.59,65436,22821615.0,348.211
505,2023-10-31 23:24:00,0.0,348.62,348.78,348.57,57070,19894987.0,348.212
506,2023-10-31 23:25:00,0.0,348.59,348.64,348.42,101142,35250658.0,348.214
507,2023-10-31 23:26:00,0.0,348.78,348.9,348.53,171783,59902963.0,348.219
508,2023-10-31 23:27:00,0.0,348.95,349.0,348.73,105601,36853180.0,348.223
509,2023-10-31 23:28:00,0.0,348.92,348.99,348.81,61044,21300173.0,348.226
510,2023-10-31 23:29:00,0.0,348.75,348.95,348.71,55358,19308686.0,348.228
511,2023-10-31 23:30:00,0.0,348.27,348.78,348.21,121950,42500987.0,348.23
512,2023-10-31 23:31:00,0.0,348.2,348.33,348.1,150543,52421373.0,348.229
513,2023-10-31 23:32:00,0.0,348.22,348.24,348.11,102343,35632778.0,348.229
514,2023-10-31 23:33:00,0.0,348.5,348.64,348.22,115377,40206889.0,348.231
515,2023-10-31 23:34:00,0.0,348.67,348.69,348.39,51957,18111219.0,348.232
516,2023-10-31 23:35:00,0.0,348.95,348.95,348.67,58997,20579223.0,348.234
517,2023-10-31 23:36:00,0.0,348.78,349.05,348.74,78980,27555193.0,348.236
518,2023-10-31 23:37:00,0.0,348.64,348.79,348.55,73764,25715568.0,348.238
519,2023-10-31 23:38:00,0.0,348.54,348.67,348.44,66069,23026977.0,348.239
520,2023-10-31 23:39:00,0.0,348.73,348.76,348.54,24724,8620439.0,348.239
521,2023-10-31 23:40:00,0.0,348.71,348.83,348.69,62659,21849794.0,348.241
522,2023-10-31 23:41:00,0.0,348.86,348.86,348.58,49734,17344788.0,348.242
523,2023-10-31 23:42:00,0.0,348.45,348.84,348.39,88727,30923189.0,348.244
524,2023-10-31 23:43:00,0.0,348.11,348.45,348.03,126889,44185040.0,348.243
525,2023-10-31 23:44:00,0.0,348.29,348.3,348.12,57566,20045930.0,348.243
526,2023-10-31 23:45:00,0.0,348.33,348.43,348.25,112910,39329807.0,348.244
527,2023-10-31 23:46:00,0.0,348.3,348.35,348.17,45802,15951840.0,348.244
528,2023-10-31 23:47:00,0.0,348.09,348.34,348.07,44625,15536534.0,348.244
529,2023-10-31 23:48:00,0.0,348.08,348.21,347.96,109340,38051780.0,348.243
530,2023-10-31 23:49:00,0.0,348.31,348.35,348.06,61709,21489470.0,348.243
531,2023-10-31 23:50:00,0.0,348.17,348.33,348.1,42535,14811394.0,348.242
532,2023-10-31 23:51:00,0.0,348.14,348.34,348.13,69313,24138937.0,348.243
533,2023-10-31 23:52:00,0.0,348.25,348.28,348.04,123525,43010205.0,348.242
534,2023-10-31 23:53:00,0.0,348.26,348.36,348.16,47703,16612619.0,348.242
535,2023-10-31 23:54:00,0.0,348.34,348.44,348.26,53759,18725805.0,348.242
536,2023-10-31 23:55:00,0.0,348.26,348.41,348.16,56434,19654551.0,348.243
537,2023-10-31 23:56:00,0.0,348.59,348.59,348.26,48225,16804966.0,348.243
538,2023-10-31 23:57:00,0.0,348.54,348.66,348.49,89784,31300874.0,348.245
539,2023-10-31 23:58:00,0.0,348.74,348.74,348.53,71831,25034069.0,348.246
540,2023-10-31 23:59:00,0.0,348.87,348.96,348.71,108610,37898364.0,348.249
541,2023-11-01 00:00:00,0.0,349.12,349.12,348.85,63289,22083165.0,348.252
542,2023-11-01 00:01:00,0.0,348.97,349.17,348.93,80167,27985871.0,348.255
543,2023-11-01 00:02:00,0.0,348.73,349.14,348.73,117342,40943361.0,348.259
544,2023-11-01 00:03:00,0.0,348.84,348.86,348.63,50559,17637231.0,348.26
545,2023-11-01 00:04:00,0.0,348.82,348.91,348.78,31998,11171757.0,348.262
546,2023-11-01 00:05:00,0.0,348.65,348.87,348.63,72659,25335280.0,348.263
547,2023-11-01 00:06:00,0.0,348.81,348.85,348.52,53462,18642846.0,348.264
548,2023-11-01 00:07:00,0.0,348.74,348.81,348.59,31922,11131113.0,348.265
549,2023-11-01 00:08:00,0.0,348.74,348.87,348.7,53002,18481007.0,348.266
550,2023-11-01 00:09:00,0.0,348.7,348.78,348.69,45200,15757370.0,348.267
551,2023-11-01 00:10:00,0.0,348.9,348.9,348.6,48347,16856942.0,348.268
552,2023-11-01 00:11:00,0.0,348.86,348.91,348.7,32374,11290874.0,348.268
553,2023-11-01 00:12:00,0.0,348.8,348.9,348.74,27293,9519846.0,348.269
554,2023-11-01 00:13:00,0.0,348.73,348.96,348.69,73266,25549190.0,348.271
555,2023-11-01 00:14:00,0.0,348.61,348.75,348.57,69342,24174979.0,348.272
556,2023-11-01 00:15:00,0.0,348.19,348.6,348.15,185747,64703241.0,348.272
557,2023-11-01 00:16:00,0.0,348.27,348.39,348.2,105608,36780659.0,348.273
558,2023-11-01 00:17:00,0.0,348.07,348.37,348.04,131190,45680915.0,348.272
559,2023-11-01 00:18:00,0.0,348.1,348.25,348.03,66538,23164683.0,348.272
560,2023-11-01 00:19:00,0.0,348.3,348.33,348.07,68394,23813033.0,348.271
561,2023-11-01 00:20:00,0.0,348.19,348.41,348.18,59987,20891974.0,348.271
562,2023-11-01 00:21:00,0.0,348.18,348.27,348.11,105185,36627737.0,348.271
563,2023-11-01 00:22:00,0.0,348.23,348.27,348.08,94024,32738599.0,348.271
564,2023-11-01 00:23:00,0.0,348.24,348.44,348.22,143275,49901168.0,348.271
565,2023-11-01 00:24:00,0.0,348.37,348.44,348.18,99083,34508880.0,348.271
566,2023-11-01 00:25:00,0.0,348.41,348.5,348.35,66558,23190232.0,348.271
567,2023-11-01 00:26:00,0.0,348.34,348.45,348.29,46231,16104174.0,348.272
568,2023-11-01 00:27:00,0.0,348.62,348.63,348.33,55620,19379970.0,348.272
569,2023-11-01 00:28:00,0.0,348.6,348.75,348.58,92115,32112795.0,348.273
570,2023-11-01 00:29:00,0.0,348.56,348.61,348.43,63637,22180165.0,348.274
571,2023-11-01 00:30:00,0.0,348.71,348.71,348.46,106691,37185159.0,348.275
572,2023-11-01 00:31:00,0.0,348.83,348.89,348.65,92485,32254143.0,348.277
573,2023-11-01 00:32:00,0.0,349.01,349.02,348.78,90054,31418669.0,348.28
574,2023-11-01 00:33:00,0.0,349.15,349.37,349.01,172682,60272342.0,348.285
575,2023-11-01 00:34:00,0.0,349.16,349.32,349.14,74733,26113384.0,348.289
576,2023-11-01 00:35:00,0.0,349.05,349.18,349.0,53942,18840546.0,348.291
577,2023-11-01 00:36:00,0.0,348.62,349.07,348.61,328655,114531625.0,348.294
578,2023-11-01 00:37:00,0.0,348.38,348.62,348.1,297174,103508893.0,348.294
579,2023-11-01 00:38:00,0.0,348.7,348.71,348.38,108328,37756942.0,348.296
580,2023-11-01 00:39:00,0.0,349.17,349.18,348.7,113944,39781190.0,348.3
581,2023-11-01 00:40:00,0.0,349.33,349.34,349.16,95730,33438855.0,348.304
582,2023-11-01 00:41:00,0.0,349.13,349.37,349.07,101042,35307459.0,348.308
583,2023-11-01 00:42:00,0.0,349.34,349.41,349.1,90684,31668913.0,348.312
584,2023-11-01 00:43:00,0.0,349.64,349.73,349.32,173489,60623346.0,348.32
585,2023-11-01 00:44:00,0.0,349.34,349.69,349.27,103298,36104373.0,348.325
586,2023-11-01 00:45:00,0.0,349.43,349.44,349.27,53864,18818311.0,348.327
587,2023-11-01 00:46:00,0.0,349.38,349.5,349.34,103620,36173331.0,348.33
588,2023-11-01 00:47:00,0.0,349.57,349.58,349.38,40633,14209279.0,348.333
589,2023-11-01 00:48:00,0.0,349.48,349.65,349.45,129598,45375525.0,348.342
590,2023-11-01 00:49:00,0.0,349.5,349.6,349.45,30351,10613957.0,348.344
591,2023-11-01 00:50:00,0.0,349.62,349.62,349.43,49581,17322743.0,348.346
592,2023-11-01 00:51:00,0.0,349.47,349.63,349.45,45508,15908326.0,348.348
593,2023-11-01 00:52:00,0.0,349.56,349.66,349.45,81099,28327890.0,348.351
594,2023-11-01 00:53:00,0.0,349.32,349.6,349.31,70634,24694311.0,348.355
595,2023-11-01 00:54:00,0.0,349.25,349.34,349.2,65127,22761193.0,348.358
596,2023-11-01 00:55:00,0.0,349.36,349.47,349.25,71284,24893882.0,348.36
597,2023-11-01 00:56:00,0.0,349.46,349.53,349.29,50096,17517144.0,348.363
598,2023-11-01 00:57:00,0.0,349.44,349.52,349.32,89945,31433666.0,348.367
599,2023-11-01 00:58:00,0.0,349.66,349.66,349.36,112720,39409699.0,348.372
600,2023-11-01 00:59:00,0.0,349.68,349.74,349.6,76568,26761640.0,348.376
601,2023-11-01 01:00:00,0.0,349.63,349.71,349.6,47847,16744196.0,348.378
602,2023-11-01 01:01:00,0.0,349.73,349.75,349.61,80738,28230950.0,348.383
603,2023-11-01 01:02:00,0.0,349.6,349.81,349.51,159281,55706964.0,348.391
604,2023-11-01 01:03:00,0.0,349.69,349.72,349.57,117101,40953031.0,348.397
605,2023-11-01 01:04:00,0.0,349.76,349.83,349.54,188794,65959240.0,348.404
606,2023-11-01 01:05:00,0.0,349.52,349.75,349.48,90040,31491934.0,348.409
607,2023-11-01 01:06:00,0.0,349.62,349.71,349.53,40065,14028194.0,348.411
608,2023-11-01 01:07:00,0.0,349.71,349.73,349.58,90355,31582945.0,348.415
609,2023-11-01 01:08:00,0.0,349.74,349.8,349.63,79411,27764879.0,348.419
610,2023-11-01 01:09:00,0.0,349.69,349.74,349.58,69530,24307781.0,348.422
611,2023-11-01 01:10:00,0.0,349.81,349.86,349.69,128143,44831709.0,348.429
612,2023-11-01 01:11:00,0.0,349.6,349.8,349.53,183295,64012191.0,348.434
613,2023-11-01 01:12:00,0.0,349.57,349.64,349.46,96922,33901623.0,348.439
614,2023-11-01 01:13:00,0.0,349.13,349.58,349.09,163693,57210740.0,348.446
615,2023-11-01 01:14:00,0.0,349.42,349.43,349.13,62162,21728832.0,348.448
616,2023-11-01 01:15:00,0.0,349.46,349.5,349.34,48717,17043033.0,348.451
617,2023-11-01 01:16:00,0.0,349.63,349.68,349.46,65741,22994841.0,348.454
618,2023-11-01 01:17:00,0.0,349.61,349.72,349.6,57329,20059558.0,348.457
619,2023-11-01 01:18:00,0.0,349.61,349.64,349.5,60394,21108540.0,348.459
620,2023-11-01 01:19:00,0.0,349.64,349.72,349.53,67270,23497432.0,348.461
621,2023-11-01 01:20:00,0.0,349.53,349.72,349.48,64874,22684805.0,348.464
622,2023-11-01 01:21:00,0.0,349.63,349.71,349.53,48986,17119236.0,348.466
623,2023-11-01 01:22:00,0.0,349.72,349.74,349.61,40913,14323250.0,348.468
624,2023-11-01 01:23:00,0.0,349.69,349.72,349.62,39238,13730474.0,348.47
625,2023-11-01 01:24:00,0.0,349.57,349.82,349.57,284474,99278752.0,348.476
626,2023-11-01 01:25:00,0.0,349.54,349.6,349.45,88720,31057542.0,348.481
627,2023-11-01 01:26:00,0.0,349.46,349.64,349.45,71090,24863859.0,348.484
628,2023-11-01 01:27:00,0.0,349.25,349.45,349.23,107017,37391581.0,348.487
629,2023-11-01 01:28:00,0.0,349.45,349.55,349.23,71853,25106541.0,348.49
630,2023-11-01 01:29:00,0.0,349.35,349.48,349.31,50135,17519900.0,348.492
631,2023-11-01 01:30:00,0.0,349.54,349.57,349.33,47999,16774762.0,348.493
632,2023-11-01 01:31:00,0.0,349.76,349.79,349.54,125718,43979780.0,348.499
633,2023-11-01 01:32:00,0.0,349.61,349.77,349.55,83584,29236931.0,348.503
634,2023-11-01 01:33:00,0.0,349.68,349.71,349.55,66253,23184346.0,348.506
635,2023-11-01 01:34:00,0.0,349.7,349.78,349.64,58241,20387010.0,348.509
636,2023-11-01 01:35:00,0.0,349.95,350.01,349.69,138033,48326800.0,348.517
637,2023-11-01 01:36:00,0.0,349.97,350.06,349.92,128885,45125939.0,348.524
638,2023-11-01 01:37:00,0.0,349.68,349.98,349.64,99366,34795431.0,348.53
639,2023-11-01 01:38:00,0.0,349.82,349.85,349.67,70029,24527151.0,348.534
640,2023-11-01 01:39:00,0.0,349.98,350.02,349.74,90469,31691529.0,348.539
641,2023-11-01 01:40:00,0.0,349.97,350.01,349.9,75549,26447373.0,348.543
642,2023-11-01 01:41:00,0.0,349.96,349.97,349.78,51725,18099921.0,348.546
643,2023-11-01 01:42:00,0.0,350.14,350.14,349.93,77900,27290135.0,348.551
644,2023-11-01 01:43:00,0.0,350.45,350.45,350.07,137511,48247190.0,348.561
645,2023-11-01 01:44:00,0.0,350.43,350.6,350.39,165301,57950131.0,348.572
646,2023-11-01 01:45:00,0.0,350.33,350.47,350.28,222206,77787427.0,348.584
647,2023-11-01 01:46:00,0.0,350.29,350.32,350.11,73018,25579336.0,348.588
648,2023-11-01 01:47:00,0.0,350.2,350.29,350.15,53863,18883248.0,348.591
649,2023-11-01 01:48:00,0.0,350.26,350.26,350.11,124017,43378748.0,348.596
650,2023-11-01 01:49:00,0.0,350.24,350.24,350.14,64317,22533891.0,348.6
651,2023-11-01 01:50:00,0.0,350.13,350.24,350.08,51720,18107203.0,348.603
652,2023-11-01 01:51:00,0.0,350.17,350.21,350.06,84451,29566091.0,348.607
653,2023-11-01 01:52:00,0.0,350.32,350.32,350.17,54422,19103211.0,348.611
654,2023-11-01 01:53:00,0.0,350.4,350.42,350.26,66901,23471592.0,348.616
655,2023-11-01 01:54:00,0.0,350.62,350.67,350.4,114275,39992213.0,348.621
656,2023-11-01 01:55:00,0.0,350.62,350.71,350.6,117023,40980513.0,348.627
657,2023-11-01 01:56:00,0.0,350.69,350.74,350.57,88733,31138159.0,348.634
658,2023-11-01 01:57:00,0.0,350.56,350.69,350.51,78184,27414216.0,348.639
659,2023-11-01 01:58:00,0.0,350.6,350.62,350.44,43776,15366589.0,348.642
660,2023-11-01 01:59:00,0.0,350.66,350.77,350.6,42112,14778845.0,348.645
661,2023-11-01 02:00:00,0.0,350.63,350.66,350.57,47690,16750105.0,348.649
662,2023-11-01 02:01:00,0.0,350.61,350.87,350.57,191083,67089635.0,348.664
663,2023-11-01 02:02:00,0.0,350.55,350.75,350.5,86171,30260457.0,348.671
664,2023-11-01 02:03:00,0.0,350.66,350.75,350.53,747269,260803584.0,348.679
665,2023-11-01 02:04:00,0.0,350.65,350.66,350.55,73414,25722806.0,348.683
666,2023-11-01 02:05:00,0.0,350.69,350.71,350.59,62161,21773598.0,348.686
667,2023-11-01 02:06:00,0.0,350.56,350.74,350.54,80198,28134027.0,348.691
668,2023-11-01 02:07:00,0.0,350.61,350.63,350.5,78275,27509826.0,348.698
669,2023-11-01 02:08:00,0.0,350.67,350.74,350.55,71004,24974254.0,348.704
670,2023-11-01 02:09:00,0.0,350.66,350.72,350.62,28680,10073672.0,348.707
671,2023-11-01 02:10:00,0.0,350.52,350.66,350.46,65170,22892248.0,348.712
672,2023-11-01 02:11:00,0.0,350.46,350.55,350.42,86162,30169956.0,348.716
673,2023-11-01 02:12:00,0.0,350.61,350.66,350.39,112352,39480947.0,348.725
674,2023-11-01 02:13:00,0.0,350.6,350.64,350.57,65308,22951664.0,348.73
675,2023-11-01 02:14:00,0.0,350.4,350.58,350.39,280276,97949346.0,348.737
676,2023-11-01 02:15:00,0.0,350.36,350.45,350.34,90109,31596585.0,348.742
677,2023-11-01 02:16:00,0.0,350.45,350.45,350.28,89595,31431737.0,348.747
678,2023-11-01 02:17:00,0.0,350.51,350.57,350.34,92094,32283145.0,348.752
679,2023-11-01 02:18:00,0.0,350.34,350.58,350.31,121960,42758145.0,348.759
680,2023-11-01 02:19:00,0.0,350.25,350.36,350.23,59032,20682549.0,348.762
681,2023-11-01 02:20:00,0.0,350.23,350.31,350.15,55221,19349222.0,348.765
682,2023-11-01 02:21:00,0.0,350.26,350.28,350.11,63625,22277420.0,348.767
683,2023-11-01 02:22:00,0.0,350.25,350.38,350.18,49426,17330388.0,348.77
684,2023-11-01 02:23:00,0.0,350.21,350.28,350.19,43794,15328241.0,348.772
685,2023-11-01 02:24:00,0.0,350.15,350.23,350.12,48303,16954550.0,348.775
686,2023-11-01 02:25:00,0.0,350.1,350.15,349.96,100881,35317399.0,348.779
687,2023-11-01 02:26:00,0.0,349.93,350.09,349.91,73608,25765368.0,348.781
688,2023-11-01 02:27:00,0.0,349.9,349.97,349.85,73403,25708407.0,348.785
689,2023-11-01 02:28:00,0.0,349.91,349.99,349.87,65947,23094147.0,348.787
690,2023-11-01 02:29:00,0.0,349.98,350.03,349.88,68001,23824248.0,348.79
691,2023-11-01 02:30:00,0.0,349.78,350.05,349.78,152387,53261889.0,348.794
692,2023-11-01 02:31:00,0.0,349.85,349.93,349.78,86678,30326508.0,348.796
693,2023-11-01 02:32:00,0.0,350.04,350.04,349.8,74186,25951008.0,348.799
694,2023-11-01 02:33:00,0.0,350.11,350.18,349.99,108465,37972357.0,348.803
695,2023-11-01 02:34:00,0.0,350.19,350.24,350.1,70310,24622113.0,348.805
696,2023-11-01 02:35:00,0.0,350.09,350.23,350.08,57902,20287756.0,348.808
697,2023-11-01 02:36:00,0.0,350.04,350.12,349.97,85230,29846811.0,348.811
698,2023-11-01 02:37:00,0.0,350.17,350.18,349.9,60166,21089990.0,348.814
699,2023-11-01 02:38:00,0.0,350.23,350.23,350.04,37049,12982061.0,348.816
700,2023-11-01 02:39:00,0.0,350.1,350.23,350.09,57890,20259323.0,348.818
701,2023-11-01 02:40:00,0.0,350.1,350.21,350.03,65670,22987622.0,348.82
702,2023-11-01 02:41:00,0.0,350.2,350.27,350.05,63921,22367410.0,348.822
703,2023-11-01 02:42:00,0.0,350.11,350.24,350.09,50575,17698605.0,348.824
704,2023-11-01 02:43:00,0.0,350.33,350.35,350.11,67435,23651686.0,348.828
705,2023-11-01 02:44:00,0.0,350.44,350.47,350.33,140083,49040700.0,348.833
706,2023-11-01 02:45:00,0.0,350.43,350.51,350.37,74719,26199986.0,348.836
707,2023-11-01 02:46:00,0.0,350.49,350.55,350.41,57710,20225479.0,348.839
708,2023-11-01 02:47:00,0.0,350.35,350.49,350.24,86712,30366823.0,348.842
709,2023-11-01 02:48:00,0.0,350.51,350.54,350.35,84554,29624023.0,348.846
710,2023-11-01 02:49:00,0.0,350.6,350.64,350.51,55577,19461540.0,348.848
711,2023-11-01 02:50:00,0.0,350.56,350.84,350.54,115983,40672669.0,348.854
712,2023-11-01 02:51:00,0.0,350.7,350.71,350.56,46467,16278265.0,348.856
713,2023-11-01 02:52:00,0.0,350.56,350.67,350.48,61643,21603752.0,348.859
714,2023-11-01 02:53:00,0.0,350.57,350.6,350.49,50217,17590054.0,348.861
715,2023-11-01 02:54:00,0.0,350.53,350.59,350.46,47437,16640683.0,348.863
716,2023-11-01 02:55:00,0.0,350.58,350.58,350.49,90103,31500153.0,348.865
717,2023-11-01 02:56:00,0.0,350.69,350.69,350.53,99981,35024820.0,348.869
718,2023-11-01 02:57:00,0.0,350.7,350.75,350.58,46792,16397019.0,348.871
719,2023-11-01 02:58:00,0.0,350.77,350.82,350.68,148542,51938365.0,348.874
720,2023-11-01 02:59:00,0.0,350.84,350.92,350.72,69179,24267641.0,348.878
721,2023-11-01 03:00:00,0.0,350.8,350.86,350.72,62018,21749378.0,348.881
722,2023-11-01 03:01:00,0.0,351.0,351.04,350.75,545991,190739128.0,348.888
723,2023-11-01 03:02:00,0.0,351.16,351.23,351.0,152591,53668567.0,348.899
724,2023-11-01 03:03:00,0.0,351.14,351.21,351.05,90012,31668112.0,348.906
725,2023-11-01 03:04:00,0.0,351.15,351.18,351.1,65293,22985614.0,348.912
726,2023-11-01 03:05:00,0.0,351.18,351.25,351.07,106703,37430010.0,348.917
727,2023-11-01 03:06:00,0.0,350.94,351.19,350.91,62625,21983832.0,348.921
728,2023-11-01 03:07:00,0.0,350.85,350.98,350.82,115024,40363455.0,348.927
729,2023-11-01 03:08:00,0.0,351.03,351.05,350.83,123720,43280093.0,348.93
730,2023-11-01 03:09:00,0.0,350.91,351.03,350.86,75114,26342087.0,348.933
731,2023-11-01 03:10:00,0.0,351.12,351.12,350.91,60215,21160654.0,348.937
732,2023-11-01 03:11:00,0.0,351.18,351.23,351.06,99258,34807095.0,348.942
733,2023-11-01 03:12:00,0.0,351.22,351.22,351.08,80449,28201191.0,348.945
734,2023-11-01 03:13:00,0.0,351.2,351.25,351.15,74816,26312807.0,348.951
735,2023-11-01 03:14:00,0.0,351.1,351.21,351.07,70995,24974381.0,348.956
736,2023-11-01 03:15:00,0.0,351.01,351.15,350.98,177375,62104553.0,348.961
737,2023-11-01 03:16:00,0.0,351.06,351.07,350.94,69608,24412211.0,348.964
738,2023-11-01 03:17:00,0.0,350.93,351.08,350.91,62499,21964144.0,348.968
739,2023-11-01 03:18:00,0.0,350.9,350.98,350.88,78934,27670704.0,348.972
740,2023-11-01 03:19:00,0.0,351.0,351.05,350.9,56710,19951315.0,348.976
741,2023-11-01 03:20:00,0.0,351.07,351.13,351.0,69118,24339123.0,348.981
742,2023-11-01 03:21:00,0.0,350.86,351.12,350.78,99222,34842448.0,348.987
